"","bee","bee.genus","bee.subgenus"
"809","Lasioglossum (Parasphecodes) hilactum","Lasioglossum","Lasioglossum (Parasphecodes)"
"810","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"811","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"812","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"813","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"814","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"815","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"816","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"817","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"818","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"819","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"820","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"821","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"822","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"823","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"824","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"825","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"826","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"827","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"828","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"829","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"830","Lasioglossum (Parasphecodes) hiltacum","Lasioglossum","Lasioglossum (Parasphecodes)"
"831","Lasioglossum (Parasphecodes) imitator","Lasioglossum","Lasioglossum (Parasphecodes)"
"832","Lasioglossum (Parasphecodes) imitator","Lasioglossum","Lasioglossum (Parasphecodes)"
"833","Lasioglossum (Parasphecodes) imitator","Lasioglossum","Lasioglossum (Parasphecodes)"
"834","Lasioglossum (Parasphecodes) imitator","Lasioglossum","Lasioglossum (Parasphecodes)"
"835","Lasioglossum (Parasphecodes) imitator","Lasioglossum","Lasioglossum (Parasphecodes)"
"836","Lasioglossum (Parasphecodes) lacthium","Lasioglossum","Lasioglossum (Parasphecodes)"
"837","Lasioglossum (Parasphecodes) lacthium","Lasioglossum","Lasioglossum (Parasphecodes)"
"838","Lasioglossum (Parasphecodes) lacthium","Lasioglossum","Lasioglossum (Parasphecodes)"
"839","Lasioglossum (Parasphecodes) lacthium","Lasioglossum","Lasioglossum (Parasphecodes)"
"840","Lasioglossum (Parasphecodes) lacthium","Lasioglossum","Lasioglossum (Parasphecodes)"
"841","Lasioglossum (Parasphecodes) lacthium","Lasioglossum","Lasioglossum (Parasphecodes)"
"842","Lasioglossum (Parasphecodes) lacthium","Lasioglossum","Lasioglossum (Parasphecodes)"
"843","Lasioglossum (Parasphecodes) lichatum","Lasioglossum","Lasioglossum (Parasphecodes)"
"844","Lasioglossum (Parasphecodes) loweri","Lasioglossum","Lasioglossum (Parasphecodes)"
"845","Lasioglossum (Parasphecodes) melbournense","Lasioglossum","Lasioglossum (Parasphecodes)"
"846","Lasioglossum (Parasphecodes) melbournense","Lasioglossum","Lasioglossum (Parasphecodes)"
"847","Lasioglossum (Parasphecodes) olgae","Lasioglossum","Lasioglossum (Parasphecodes)"
"848","Lasioglossum (Parasphecodes) olgae","Lasioglossum","Lasioglossum (Parasphecodes)"
"849","Lasioglossum (Parasphecodes) olgae","Lasioglossum","Lasioglossum (Parasphecodes)"
"850","Lasioglossum (Parasphecodes) olgae","Lasioglossum","Lasioglossum (Parasphecodes)"
"851","Lasioglossum (Parasphecodes) sulthicum","Lasioglossum","Lasioglossum (Parasphecodes)"
"852","Lasioglossum (Parasphecodes) sulthicum","Lasioglossum","Lasioglossum (Parasphecodes)"
"853","Lasioglossum (Parasphecodes) sulthicum","Lasioglossum","Lasioglossum (Parasphecodes)"
"854","Lasioglossum (Parasphecodes) sulthicum","Lasioglossum","Lasioglossum (Parasphecodes)"
"855","Lasioglossum (Parasphecodes) sulthicum","Lasioglossum","Lasioglossum (Parasphecodes)"
"856","Lasioglossum (Parasphecodes) sulthicum","Lasioglossum","Lasioglossum (Parasphecodes)"
"857","Lasioglossum (Parasphecodes) sulthicum","Lasioglossum","Lasioglossum (Parasphecodes)"
"858","Lasioglossum (Parasphecodes) sulthicum","Lasioglossum","Lasioglossum (Parasphecodes)"
"859","Lasioglossum (Parasphecodes) sulthicum","Lasioglossum","Lasioglossum (Parasphecodes)"
"860","Lasioglossum (Parasphecodes) sulthicum","Lasioglossum","Lasioglossum (Parasphecodes)"
"861","Lasioglossum (Parasphecodes) sulthicum","Lasioglossum","Lasioglossum (Parasphecodes)"
"862","Lasioglossum (Parasphecodes) sulthicum","Lasioglossum","Lasioglossum (Parasphecodes)"
"863","Lasioglossum (Parasphecodes) taluche","Lasioglossum","Lasioglossum (Parasphecodes)"
"864","Lasioglossum (Parasphecodes) taluche","Lasioglossum","Lasioglossum (Parasphecodes)"
"865","Lasioglossum (Parasphecodes) taluche","Lasioglossum","Lasioglossum (Parasphecodes)"
"866","Lasioglossum (Parasphecodes) taluche","Lasioglossum","Lasioglossum (Parasphecodes)"
"867","Lasioglossum (Parasphecodes) taluche","Lasioglossum","Lasioglossum (Parasphecodes)"
"868","Lasioglossum (Parasphecodes) taluche","Lasioglossum","Lasioglossum (Parasphecodes)"
"869","Lasioglossum (Parasphecodes) taluche","Lasioglossum","Lasioglossum (Parasphecodes)"
"870","Lasioglossum (Parasphecodes) tribuarium","Lasioglossum","Lasioglossum (Parasphecodes)"
"871","Lasioglossum (Parasphecodes) tribuarium","Lasioglossum","Lasioglossum (Parasphecodes)"
"872","Lasioglossum (Parasphecodes) tribuarium","Lasioglossum","Lasioglossum (Parasphecodes)"
"873","Lasioglossum (Parasphecodes) tribuarium","Lasioglossum","Lasioglossum (Parasphecodes)"
"874","Lasioglossum (Parasphecodes) turneri","Lasioglossum","Lasioglossum (Parasphecodes)"
"875","Lasioglossum (Parasphecodes) turneri","Lasioglossum","Lasioglossum (Parasphecodes)"
"876","Lasioglossum (Parasphecodes) turneri","Lasioglossum","Lasioglossum (Parasphecodes)"
"877","Lasioglossum (Parasphecodes) turneri","Lasioglossum","Lasioglossum (Parasphecodes)"
"878","Lasioglossum (Parasphecodes) turneri","Lasioglossum","Lasioglossum (Parasphecodes)"
"879","Lasioglossum (Parasphecodes) turneri","Lasioglossum","Lasioglossum (Parasphecodes)"
"880","Lasioglossum (Parasphecodes) turneri","Lasioglossum","Lasioglossum (Parasphecodes)"
"881","Lasioglossum (Parasphecodes) turneri","Lasioglossum","Lasioglossum (Parasphecodes)"
"882","Lasioglossum (Parasphecodes) turneri","Lasioglossum","Lasioglossum (Parasphecodes)"
"883","Lasioglossum (Parasphecodes) turneri","Lasioglossum","Lasioglossum (Parasphecodes)"
"884","Lasioglossum (Parasphecodes) turneri","Lasioglossum","Lasioglossum (Parasphecodes)"
"885","Lasioglossum (Parasphecodes) turneri","Lasioglossum","Lasioglossum (Parasphecodes)"
"886","Lasioglossum (Parasphecodes) waterhousei","Lasioglossum","Lasioglossum (Parasphecodes)"
"887","Lasioglossum (Parasphecodes) waterhousei","Lasioglossum","Lasioglossum (Parasphecodes)"
"888","Lasioglossum (Parasphecodes) waterhousei","Lasioglossum","Lasioglossum (Parasphecodes)"
"889","Lasioglossum (Parasphecodes) waterhousei","Lasioglossum","Lasioglossum (Parasphecodes)"
"890","Lasioglossum (Parasphecodes) waterhousei","Lasioglossum","Lasioglossum (Parasphecodes)"
"891","Lasioglossum (Parasphecodes) waterhousei","Lasioglossum","Lasioglossum (Parasphecodes)"
"892","Lasioglossum (Parasphecodes) waterhousei","Lasioglossum","Lasioglossum (Parasphecodes)"
"893","Lasioglossum (Parasphecodes) waterhousei","Lasioglossum","Lasioglossum (Parasphecodes)"
"894","Lasioglossum (Parasphecodes) waterhousei","Lasioglossum","Lasioglossum (Parasphecodes)"
"895","Lasioglossum (Parasphecodes) waterhousei","Lasioglossum","Lasioglossum (Parasphecodes)"
"896","Lasioglossum (Parasphecodes) msp. bly","Lasioglossum","Lasioglossum (Parasphecodes)"
"897","Lasioglossum (Parasphecodes) msp. bly","Lasioglossum","Lasioglossum (Parasphecodes)"
"898","Lasioglossum (Parasphecodes) msp. bly","Lasioglossum","Lasioglossum (Parasphecodes)"
"899","Lasioglossum (Parasphecodes) msp. bly","Lasioglossum","Lasioglossum (Parasphecodes)"
"900","Lasioglossum (Parasphecodes) msp. bly","Lasioglossum","Lasioglossum (Parasphecodes)"
"901","Lasioglossum (Parasphecodes) msp. bly","Lasioglossum","Lasioglossum (Parasphecodes)"
"902","Lasioglossum (Parasphecodes) msp. var","Lasioglossum","Lasioglossum (Parasphecodes)"
"903","Lasioglossum (Parasphecodes) msp. var","Lasioglossum","Lasioglossum (Parasphecodes)"
"904","Lasioglossum (Parasphecodes) msp. var","Lasioglossum","Lasioglossum (Parasphecodes)"
"905","Lasioglossum (Parasphecodes) msp. var","Lasioglossum","Lasioglossum (Parasphecodes)"
"906","Lasioglossum (Parasphecodes) sp. unsorted","Lasioglossum","Lasioglossum (Parasphecodes)"
"907","Lasioglossum (Parasphecodes) sp. unsorted","Lasioglossum","Lasioglossum (Parasphecodes)"
"908","Lasioglossum (Parasphecodes) sp. unsorted","Lasioglossum","Lasioglossum (Parasphecodes)"
"909","Lasioglossum sp. unsorted","Lasioglossum","Lasioglossum sp. unsorted"
"910","Lasioglossum sp. unsorted","Lasioglossum","Lasioglossum sp. unsorted"
"911","Lasioglossum sp. unsorted","Lasioglossum","Lasioglossum sp. unsorted"
"912","Lasioglossum sp. unsorted","Lasioglossum","Lasioglossum sp. unsorted"
"913","Lasioglossum sp. unsorted","Lasioglossum","Lasioglossum sp. unsorted"
"914","Lasioglossum sp. unsorted","Lasioglossum","Lasioglossum sp. unsorted"
"915","Lasioglossum sp. unsorted","Lasioglossum","Lasioglossum sp. unsorted"
"916","Lasioglossum sp. unsorted","Lasioglossum","Lasioglossum sp. unsorted"
"917","Lasioglossum sp. unsorted","Lasioglossum","Lasioglossum sp. unsorted"
"918","Lasioglossum sp. unsorted","Lasioglossum","Lasioglossum sp. unsorted"
"919","Lasioglossum sp. unsorted","Lasioglossum","Lasioglossum sp. unsorted"
"920","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"921","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"922","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"923","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"924","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"925","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"926","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"927","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"928","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"929","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"930","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"931","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"932","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"933","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"934","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"935","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"936","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"937","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"938","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"939","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"940","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"941","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"942","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"943","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"944","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"945","Lipotriches (Austronomia) australica","Lipotriches","Lipotriches (Austronomia)"
"946","Lipotriches (Austronomia) dentiventris","Lipotriches","Lipotriches (Austronomia)"
"947","Lipotriches (Austronomia) dentiventris","Lipotriches","Lipotriches (Austronomia)"
"948","Lipotriches (Austronomia) excellens","Lipotriches","Lipotriches (Austronomia)"
"949","Lipotriches (Austronomia) excellens","Lipotriches","Lipotriches (Austronomia)"
"950","Lipotriches (Austronomia) excellens","Lipotriches","Lipotriches (Austronomia)"
"951","Lipotriches (Austronomia) excellens","Lipotriches","Lipotriches (Austronomia)"
"952","Lipotriches (Austronomia) excellens","Lipotriches","Lipotriches (Austronomia)"
"953","Lipotriches (Austronomia) excellens","Lipotriches","Lipotriches (Austronomia)"
"954","Lipotriches (Austronomia) ferricauda","Lipotriches","Lipotriches (Austronomia)"
"955","Lipotriches (Austronomia) ferricauda","Lipotriches","Lipotriches (Austronomia)"
"956","Lipotriches (Austronomia) ferricauda","Lipotriches","Lipotriches (Austronomia)"
"957","Lipotriches (Austronomia) ferricauda","Lipotriches","Lipotriches (Austronomia)"
"958","Lipotriches (Austronomia) ferricauda","Lipotriches","Lipotriches (Austronomia)"
"959","Lipotriches (Austronomia) ferricauda","Lipotriches","Lipotriches (Austronomia)"
"960","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"961","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"962","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"963","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"964","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"965","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"966","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"967","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"968","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"969","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"970","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"971","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"972","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"973","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"974","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"975","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"976","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"977","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"978","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"979","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"980","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"981","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"982","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"983","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"984","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"985","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"986","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"987","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"988","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"989","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"990","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"991","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"992","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"993","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"994","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"995","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"996","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"997","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"998","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"999","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"1000","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"1001","Lipotriches (Austronomia) flavoviridis","Lipotriches","Lipotriches (Austronomia)"
"1002","Lipotriches (Austronomia) gracilipes","Lipotriches","Lipotriches (Austronomia)"
"1003","Lipotriches (Austronomia) gracilipes","Lipotriches","Lipotriches (Austronomia)"
"1004","Lipotriches (Austronomia) gracilipes","Lipotriches","Lipotriches (Austronomia)"
"1005","Lipotriches (Austronomia) gracilipes","Lipotriches","Lipotriches (Austronomia)"
"1006","Lipotriches (Austronomia) gracilipes","Lipotriches","Lipotriches (Austronomia)"
"1007","Lipotriches (Austronomia) gracilipes","Lipotriches","Lipotriches (Austronomia)"
"1008","Lipotriches (Austronomia) gracilipes","Lipotriches","Lipotriches (Austronomia)"
"1009","Lipotriches (Austronomia) gracilipes","Lipotriches","Lipotriches (Austronomia)"
"1010","Lipotriches (Austronomia) gracilipes","Lipotriches","Lipotriches (Austronomia)"
"1011","Lipotriches (Austronomia) gracilipes","Lipotriches","Lipotriches (Austronomia)"
"1012","Lipotriches (Austronomia) kurandina","Lipotriches","Lipotriches (Austronomia)"
"1013","Lipotriches (Austronomia) kurandina","Lipotriches","Lipotriches (Austronomia)"
"1014","Lipotriches (Austronomia) moerens","Lipotriches","Lipotriches (Austronomia)"
"1015","Lipotriches (Austronomia) moerens","Lipotriches","Lipotriches (Austronomia)"
"1016","Lipotriches (Austronomia) moerens","Lipotriches","Lipotriches (Austronomia)"
"1017","Lipotriches (Austronomia) moerens","Lipotriches","Lipotriches (Austronomia)"
"1018","Lipotriches (Austronomia) moerens","Lipotriches","Lipotriches (Austronomia)"
"1019","Lipotriches (Austronomia) moerens","Lipotriches","Lipotriches (Austronomia)"
"1020","Lipotriches (Austronomia) moerens","Lipotriches","Lipotriches (Austronomia)"
"1021","Lipotriches (Austronomia) moerens","Lipotriches","Lipotriches (Austronomia)"
"1022","Lipotriches (Austronomia) moerens","Lipotriches","Lipotriches (Austronomia)"
"1023","Lipotriches (Austronomia) muscosa","Lipotriches","Lipotriches (Austronomia)"
"1024","Lipotriches (Austronomia) muscosa","Lipotriches","Lipotriches (Austronomia)"
"1025","Lipotriches (Austronomia) muscosa","Lipotriches","Lipotriches (Austronomia)"
"1026","Lipotriches (Austronomia) muscosa","Lipotriches","Lipotriches (Austronomia)"
"1027","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1028","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1029","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1030","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1031","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1032","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1033","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1034","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1035","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1036","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1037","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1038","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1039","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1040","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1041","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1042","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1043","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1044","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1045","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1046","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1047","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1048","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1049","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1050","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1051","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1052","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1053","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1054","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1055","Lipotriches (Austronomia) sp. unsorted","Lipotriches","Lipotriches (Austronomia)"
"1056","Lipotriches (Austronomia) submoerens","Lipotriches","Lipotriches (Austronomia)"
"1057","Lipotriches (Austronomia) submoerens","Lipotriches","Lipotriches (Austronomia)"
"1058","Lipotriches (Austronomia) submoerens","Lipotriches","Lipotriches (Austronomia)"
"1059","Lipotriches (Austronomia) submoerens","Lipotriches","Lipotriches (Austronomia)"
"1060","Lipotriches (Austronomia) submoerens","Lipotriches","Lipotriches (Austronomia)"
"1061","Lipotriches (Austronomia) submoerens","Lipotriches","Lipotriches (Austronomia)"
"1062","Lipotriches (Austronomia) submoerens","Lipotriches","Lipotriches (Austronomia)"
"1063","Lipotriches (Austronomia) submoerens","Lipotriches","Lipotriches (Austronomia)"
"1064","Lipotriches (Austronomia) submoerens","Lipotriches","Lipotriches (Austronomia)"
"1065","Lipotriches (Austronomia) submoerens","Lipotriches","Lipotriches (Austronomia)"
"1066","Lipotriches (Austronomia) msp. fv1","Lipotriches","Lipotriches (Austronomia)"
"1067","Lipotriches (Austronomia) msp. fv1","Lipotriches","Lipotriches (Austronomia)"
"1068","Lipotriches (Austronomia) msp. simAC","Lipotriches","Lipotriches (Austronomia)"
"1069","Mellitidia tomentifera","Mellitidia","Mellitidia tomentifera"
"1070","Nomia (Hoplonomia) rubroviridis","Nomia","Nomia (Hoplonomia)"
"1071","Nomia (Hoplonomia) rubroviridis","Nomia","Nomia (Hoplonomia)"
"1072","Nomia (Paulynomia) aurantifer","Nomia","Nomia (Paulynomia)"
"1073","Nomia (Paulynomia) aurantifer","Nomia","Nomia (Paulynomia)"
"1074","Nomia (Paulynomia) aurantifer","Nomia","Nomia (Paulynomia)"
"1075","Nomia (Paulynomia) swainsoniae","Nomia","Nomia (Paulynomia)"
"1076","Seladonia hotoni","Seladonia","Seladonia hotoni"
"1077","Seladonia hotoni","Seladonia","Seladonia hotoni"
"1078","Seladonia hotoni","Seladonia","Seladonia hotoni"
"1079","Seladonia hotoni","Seladonia","Seladonia hotoni"
"1080","Seladonia hotoni","Seladonia","Seladonia hotoni"
